text,label
Batho ba hutsafala puso,0
batho e tlhaelo thata,0
Batho ba molemo polotiki,2
Re itse dikgethololo,1
Ke monate tonakgolo,2
Ke monate ditshwanelo,2
Ke botlhoko mmuso,0
Ke botoka dikgethololo,2
puso o kae,1
Ke bona thulaganyo,1
tonakgolo e teng,1
kgethololo e sentle thata,2
Batho ba kgotso molao,2
tokololo e tlhong thata,0
Ke itumelela dikgethololo,2
Ke bona puso,1
Batho ba mathata lekgotla,0
Re itse thulaganyo,1
Re hutsafala ka palamente,0
Batho ba bua ka lekgotla,1
Re kgotso ka polotiki,2
Ke boitumelo palamente,2
Batho ba kgatelelo setšhaba,0
Batho ba kgatelelo ditshwanelo,0
Re botoka ka molao,2
palamente e rata thata,2
Ke bona tonakgolo,1
palamente o dira tlhaelo,0
lekgotla e teng,1
Ke thabo ikonomi,2
Batho ba bua ka setšhaba,1
Batho ba bua ka ikonomi,1
tonakgolo e itumelela thata,2
Re boitumelo ka mmuso,2
lekgotla o kae,1
Batho ba bua ka tokololo,1
Re boitumelo ka tshiamelo,2
mmuso o kae,1
Ke boferefere tokololo,0
polotiki o kae,1
molao e teng,1
modulasetilo o kae,1
Ke bona puso,1
Batho ba boikepo ikonomi,0
Re mathata ka ditshwanelo,0
Re boitumelo ka batho,2
Re kutlwelobotlhoko ka batho,2
Ke thabo batho,2
Ke sentle tshiamelo,2
Ke boitumelo batho,2
Ke pabalesego puso,2
tokololo o kae,1
lekgotla o kae,1
Ke bona tokololo,1
Batho ba bua ka tonakgolo,1
palamente o kae,1
Re itse polotiki,1
Batho ba bua ka ditshwanelo,1
tokololo e teng,1
Re itse dikgethololo,1
Batho ba bogale thuto,0
Batho ba bua ka ikonomi,1
puso o dira mathata,0
dikgethololo o dira itumelela,2
dikgethololo o dira kutlwelobotlhoko,0
Re tlhong ka boitekanelo,0
Batho ba molemo palamente,2
Re itse setšhaba,1
Re siame ka dikgethololo,2
Ke bona modulasetilo,1
batho e teng,1
tshiamelo e kagiso thata,2
boitekanelo o kae,1
polotiki o dira botoka,2
puso o dira tlhokafalo,0
Ke maswe polotiki,0
Batho ba bua ka tshiamelo,1
Ke kutlwelobotlhoko puso,2
kgethololo o dira kgalefo,0
ditshwanelo o dira itumelela,2
Ke bona kgethololo,1
tokololo o dira dikgwetlho,0
Ke bona tshiamelo,1
ikonomi o dira boikepo,0
Ke boikepo dikgethololo,0
Ke itumelela ikonomi,2
ikonomi o dira molemo,2
Ke siame thuto,2
puso o dira tlhong,0
Ke bona ikonomi,1
thuto e dikgwetlho thata,0
Re kagiso ka lekgotla,2
Ke bosula molao,0
tokololo o kae,1
kgethololo e kgotso thata,2
Re itse molao,1
Re itse puso,1
dikgethololo o dira boikepo,0
molao e monate thata,2
Ke tlhong batho,0
Re itse modulasetilo,1
Batho ba bua ka boitekanelo,1
Batho ba pabalesego palamente,2
Batho ba bua ka kgethololo,1
Re itse tokololo,1
thuto o dira sentle,2
tshiamelo o kae,1
setšhaba e kgatelelo thata,0
Masisi o dira tiro e molemo mo pusong,2
BDP e tsweletse ka thulaganyo e e siameng,2
Palamente e dirile ditshwetso tse di siameng,2
Batswana ba itumelela kgolo ya ikonomi,2
Mmuso o thusa batho ka mananeo a thuto,2
Kgotso e teng mo Botswana,2
The government is doing excellent work for development,2
I love how Botswana maintains peace and stability,2
BDP's policies are really helping the economy grow,2
Masisi's leadership brings hope to batho,2
Parliament passed good laws for ditshwanelo,2
Mmuso o paletswe ke go rarabolola mathata,0
Boferefere bo ntse bo le teng mo pusong,0
Batho ba hutsafetse ka maemo a ikonomi,0
Dikgwetlho tsa tlhokafalo di oketsegile,0
Palamente ga e dire sepe go thusa setšhaba,0
The government has failed batho badly,0
Corruption is destroying our beautiful country,0
I'm disappointed with the current leadership,0
BDP policies are causing more mathata for people,0
"Politicians only care about themselves, not batho",0
Palamente e kopane gompieno go sekaseka molao,1
Masisi o ne a bua ka thulaganyo ya naga,1
BDP le UDC ba tla kopana mo kgotleng,1
Batswana ba tla tlhopha mo dikgetholong,1
Mmuso o tla itsise ka tshwetso ya bone,1
Parliament will discuss the new budget today,1
The election date has been announced,1
Political parties are preparing for campaigns,1
Citizens will vote for their preferred candidates,1
Government officials met with traditional leaders,1
ikonomi e molemo thata,2
setšhaba e teng,1
Re kutlwelobotlhoko ka boitekanelo,2
Re itse boeteledipele,1
Batho ba tshiamo batho,2
Re itse mmuso,1
Batho ba bosula lekgotla,0
Re boikepo ka modulasetilo,0
polotiki o dira kutlwelobotlhoko,2
setšhaba e kutlwelobotlhoko thata,0
tshiamelo o dira siame,2
Ke molemo tonakgolo,2
dikgethololo e teng,1
thulaganyo e teng,1
Ke kgotla tshiamelo,2
kgethololo o dira mathata,0
ikonomi o dira monate,2
Ke botlhoko boeteledipele,0
Ke botlhoko puso,0
modulasetilo o dira mathata,0
Re itse puso,1
tokololo o dira monate,2
tokololo o dira kutlwelobotlhoko,2
boitekanelo e monate thata,2
kgethololo o dira kutlwelobotlhoko,0
Ke maswe boeteledipele,0
ikonomi o dira boitumelo,2
Batho ba bua ka boeteledipele,1
Batho ba kutlwelobotlhoko boeteledipele,2
batho e thabo thata,2
Ke boitumelo dikgethololo,2
Re itse lekgotla,1
ditshwanelo o kae,1
Re pabalesego ka batho,2
puso e rata thata,2
ditshwanelo e botoka thata,2
ditshwanelo e kgatelelo thata,0
Re mathata ka ikonomi,0
Batho ba bogale ditshwanelo,0
tshiamelo e sentle thata,2
Batho ba dikgwetlho batho,0
Batho ba bosula ditshwanelo,0
Ke mathata ikonomi,0
boitekanelo e teng,1
Ke bona tshiamelo,1
molao o dira dikgwetlho,0
Batho ba kutlwelobotlhoko setšhaba,2
Batho ba boitumelo dikgethololo,2
Ke thabo puso,2
Re kgalefo ka boitekanelo,0
Batho ba kutlwelobotlhoko kgethololo,0
Batho ba bua ka tshiamelo,1
Re hutsafala ka ikonomi,0
Re botlhoko ka tonakgolo,0
Re tlhaelo ka ditshwanelo,0
Batho ba thabo batho,2
palamente o kae,1
Ke kgatelelo thuto,0
Ke bosula tonakgolo,0
Ke dikgwetlho tonakgolo,0
Re boitumelo ka puso,2
Batho ba bua ka mmuso,1
modulasetilo e teng,1
tshiamelo o dira boitumelo,2
ikonomi e kgalefo thata,0
Re boammaaruri ka boeteledipele,2
Re kutlwelobotlhoko ka lekgotla,0
thuto o dira boferefere,0
batho e teng,1
Re boammaaruri ka boeteledipele,2
Re boferefere ka batho,0
Ke tshiamo tshiamelo,2
Re kutlwelobotlhoko ka setšhaba,0
polotiki e monate thata,2
Batho ba boikepo polotiki,0
Batho ba bua ka tokololo,1
polotiki e tlhaelo thata,0
tshiamelo o dira pabalesego,2
Ke bona boitekanelo,1
Ke bona ikonomi,1
Re boferefere ka batho,0
polotiki e teng,1
molao o kae,1
Re itse modulasetilo,1
Re itse lekgotla,1
Ke dikgwetlho tshiamelo,0
Re itse tshiamelo,1
kgethololo e boikepo thata,0
Ke tlhokafalo batho,0
Re boferefere ka kgethololo,0
ikonomi e kgotso thata,2
Ke bona boeteledipele,1
batho e teng,1
mmuso e teng,1
Re kagiso ka tonakgolo,2
Re itse tokololo,1
tonakgolo o dira hutsafala,0
Ke kgotla modulasetilo,2
batho e boferefere thata,0
thuto o dira boikepo,0
thuto o dira botoka,2
batho o kae,1
tokololo e tlhokafalo thata,0
Batho ba bua ka lekgotla,1
Re bogale ka tonakgolo,0
Ke mathata boitekanelo,0
Re itse boeteledipele,1
palamente o kae,1
Batho ba bua ka batho,1
Ke tshiamo ikonomi,2
ditshwanelo o dira mathata,0
Re itse ikonomi,1
Ke mathata ditshwanelo,0
Batho ba bogale boeteledipele,0
Re boitumelo ka modulasetilo,2
dikgethololo o dira boammaaruri,2
Batho ba tshiamo tonakgolo,2
Batho ba botlhoko boitekanelo,0
Ke kutlwelobotlhoko batho,2
thuto e boammaaruri thata,2
Ke kgotla dikgethololo,2
tonakgolo o kae,1
ikonomi e botoka thata,2
Re itse palamente,1
Ke maswe kgethololo,0
mmuso e siame thata,2
Re tlhokafalo ka ikonomi,0
Batho ba rata kgethololo,2
Batho ba bua ka palamente,1
Re kgalefo ka dikgethololo,0
batho e thabo thata,2
setšhaba e kutlwelobotlhoko thata,2
Re itse boeteledipele,1
Ke botlhoko setšhaba,0
Batho ba boikepo tonakgolo,0
Ke kagiso tshiamelo,2
modulasetilo e tlhaelo thata,0
molao o kae,1
modulasetilo e teng,1
puso e kgotso thata,2
tshiamelo o kae,1
Batho ba tlhokafalo tonakgolo,0
Ke tlhong ditshwanelo,0
Re sentle ka polotiki,2
boeteledipele e teng,1
Re dikgwetlho ka lekgotla,0
palamente e teng,1
Ke bona batho,1
mmuso o kae,1
puso e teng,1
Ke kgotla palamente,2
polotiki e monate thata,2
Ke bona polotiki,1
batho o dira botoka,2
palamente e kgalefo thata,0
Ke siame thulaganyo,2
Ke siame tokololo,2
dikgethololo o dira boferefere,0
Re siame ka puso,2
tshiamelo e teng,1
palamente e teng,1
Re tlhaelo ka ikonomi,0
ikonomi e teng,1
Ke bona modulasetilo,1
Re itse thulaganyo,1
setšhaba e teng,1
Ke monate tshiamelo,2
Re pabalesego ka polotiki,2
lekgotla e teng,1
Ke rata tshiamelo,2
Ke hutsafala palamente,0
Re itse molao,1
Re rata ka setšhaba,2
Batho ba bua ka kgethololo,1
Ke kutlwelobotlhoko boeteledipele,0
Re itse tonakgolo,1
thuto o dira tlhaelo,0
Ke bona setšhaba,1
batho e hutsafala thata,0
Re itumelela ka thuto,2
Batho ba boikepo molao,0
Batho ba botoka palamente,2
tonakgolo o dira tlhokafalo,0
tshiamelo e teng,1
ikonomi o dira maswe,0
puso o dira tlhong,0
Batho ba bua ka tshiamelo,1
lekgotla o dira tshiamo,2
mmuso o dira kagiso,2
batho e hutsafala thata,0
kgethololo e teng,1
Batho ba kgotla boitekanelo,2
Batho ba tlhaelo tshiamelo,0
modulasetilo e bosula thata,0
Re bogale ka tshiamelo,0
Re tlhong ka lekgotla,0
Re maswe ka lekgotla,0
tshiamelo o kae,1
ikonomi e kgalefo thata,0
Re monate ka boeteledipele,2
Re tlhaelo ka tokololo,0
Ke thabo ikonomi,2
kgethololo o kae,1
polotiki e boitumelo thata,2
Ke bona ikonomi,1
Re hutsafala ka molao,0
Re tlhong ka thulaganyo,0
modulasetilo e siame thata,2
Re itse setšhaba,1
boitekanelo e kagiso thata,2
Batho ba boammaaruri lekgotla,2
Batho ba bosula tonakgolo,0
Ke kgalefo thulaganyo,0
Re botlhoko ka mmuso,0
thuto o dira monate,2
Re bogale ka modulasetilo,0
Re tlhaelo ka ditshwanelo,0
Batho ba boikepo kgethololo,0
Ke rata thulaganyo,2
Re itse boitekanelo,1
Re itse ditshwanelo,1
Ke kutlwelobotlhoko tshiamelo,0
Batho ba bua ka modulasetilo,1
Ke botlhoko palamente,0
Ke bona lekgotla,1
ditshwanelo e teng,1
Ke kgotla thuto,2
modulasetilo e teng,1
kgethololo o dira bosula,0
Ke siame tshiamelo,2
polotiki o dira bosula,0
ikonomi o dira itumelela,2
Ke boferefere ditshwanelo,0
Re mathata ka boeteledipele,0
Re kgatelelo ka kgethololo,0
Batho ba bua ka palamente,1
boitekanelo e teng,1
thuto o dira kagiso,2
ikonomi e kutlwelobotlhoko thata,0
tokololo o kae,1
Ke kutlwelobotlhoko boeteledipele,2
molao e dikgwetlho thata,0
Ke kgalefo palamente,0
Ke mathata polotiki,0
polotiki e tlhong thata,0
setšhaba e teng,1
Batho ba dikgwetlho ditshwanelo,0
Batho ba molemo lekgotla,2
batho e teng,1
Re kgalefo ka tonakgolo,0
Ke maswe tonakgolo,0
tonakgolo o dira maswe,0
puso o dira kgotso,2
polotiki e tlhokafalo thata,0
Batho ba bosula molao,0
mmuso e teng,1
Re bosula ka boeteledipele,0
Batho ba bua ka tokololo,1
palamente o dira molemo,2
polotiki o dira hutsafala,0
Batho ba boferefere molao,0
tonakgolo o kae,1
Batho ba siame boeteledipele,2
Batho ba bua ka lekgotla,1
Ke bona setšhaba,1
ditshwanelo o dira siame,2
Batho ba dikgwetlho palamente,0
Re kutlwelobotlhoko ka thuto,0
Re tlhaelo ka tokololo,0
tokololo e molemo thata,2
Re itse ditshwanelo,1
Batho ba bua ka boitekanelo,1
Ke botoka tokololo,2
palamente e itumelela thata,2
Ke kutlwelobotlhoko ditshwanelo,2
Re itse dikgethololo,1
molao o dira siame,2
Ke bona tonakgolo,1
Batho ba tlhaelo lekgotla,0
Ke bona thulaganyo,1
Ke mathata kgethololo,0
boitekanelo o dira molemo,2
Re bogale ka tonakgolo,0
setšhaba e bosula thata,0
Re itumelela ka thulaganyo,2
Ke mathata ditshwanelo,0
boeteledipele o dira boikepo,0
Ke kutlwelobotlhoko tokololo,0
modulasetilo e teng,1
Batho ba tlhong mmuso,0
ikonomi e bosula thata,0
Batho ba boferefere setšhaba,0
Re kgalefo ka thuto,0
tokololo o dira kutlwelobotlhoko,2
Ke bona boitekanelo,1
polotiki o dira maswe,0
ikonomi o dira boikepo,0
Batho ba bua ka tshiamelo,1
Batho ba kgatelelo dikgethololo,0
Re kagiso ka thuto,2
Ke kgotso tokololo,2
Batho ba tlhaelo thuto,0
Re pabalesego ka setšhaba,2
Ke tlhong lekgotla,0
thuto o dira boferefere,0
Batho ba tlhaelo polotiki,0
Re mathata ka tshiamelo,0
Ke rata boeteledipele,2
lekgotla e tshiamo thata,2
lekgotla o dira siame,2
Batho ba boikepo boitekanelo,0
Ke tlhokafalo dikgethololo,0
setšhaba e teng,1
Re itumelela ka thuto,2
puso e kgotso thata,2
tonakgolo o dira monate,2
Batho ba bua ka tshiamelo,1
Ke monate dikgethololo,2
puso e siame thata,2
Batho ba botoka boeteledipele,2
thulaganyo e teng,1
batho o dira pabalesego,2
Re boitumelo ka lekgotla,2
Batho ba tlhong boeteledipele,0
batho o dira boikepo,0
Ke botoka puso,2
Ke botoka tshiamelo,2
Re itse puso,1
Batho ba botlhoko tshiamelo,0
thuto o kae,1
Re itse lekgotla,1
puso e monate thata,2
Ke boitumelo lekgotla,2
mmuso o kae,1
setšhaba e botlhoko thata,0
thuto o dira bosula,0
setšhaba o dira molemo,2
Re tlhong ka boeteledipele,0
Re boitumelo ka polotiki,2
Ke pabalesego tonakgolo,2
Re boikepo ka puso,0
Ke tlhong polotiki,0
boeteledipele e teng,1
palamente e kgotla thata,2
Batho ba pabalesego kgethololo,2
Re itse mmuso,1
Re itumelela ka tokololo,2
puso o dira itumelela,2
Re itse polotiki,1
Ke tlhokafalo ditshwanelo,0
Ke bosula batho,0
Batho ba bua ka palamente,1
molao o dira boferefere,0
Re boammaaruri ka molao,2
Batho ba boitumelo dikgethololo,2
modulasetilo e teng,1
dikgethololo e mathata thata,0
Re sentle ka mmuso,2
Ke bona thulaganyo,1
thuto o dira kgotla,2
Batho ba molemo setšhaba,2
Re siame ka tonakgolo,2
Batho ba maswe kgethololo,0
kgethololo o dira kutlwelobotlhoko,2
Ke bosula ditshwanelo,0
palamente o dira kutlwelobotlhoko,0
Re boammaaruri ka lekgotla,2
tokololo o dira kagiso,2
Batho ba boammaaruri dikgethololo,2
Batho ba tlhong ikonomi,0
lekgotla o kae,1
Batho ba sentle polotiki,2
Batho ba bua ka kgethololo,1
Ke dikgwetlho puso,0
Batho ba siame boitekanelo,2
boeteledipele e teng,1
boitekanelo o dira kgotso,2
ditshwanelo e tshiamo thata,2
Batho ba boferefere tshiamelo,0
Re itse thuto,1
Re itse mmuso,1
boitekanelo e teng,1
tokololo o dira tlhaelo,0
Batho ba rata ikonomi,2
batho o dira mathata,0
Re pabalesego ka polotiki,2
Batho ba bua ka polotiki,1
Batho ba siame kgethololo,2
Batho ba bua ka molao,1
Batho ba tlhaelo mmuso,0
boitekanelo o kae,1
Batho ba mathata molao,0
Batho ba thabo ikonomi,2
tshiamelo o kae,1
Batho ba botlhoko batho,0
Re tshiamo ka modulasetilo,2
Ke itumelela batho,2
Re siame ka batho,2
mmuso e boikepo thata,0
Re kagiso ka setšhaba,2
puso e botlhoko thata,0
Batho ba boferefere lekgotla,0
puso e kgalefo thata,0
Ke bona puso,1
dikgethololo o dira kutlwelobotlhoko,0
Batho ba bua ka tshiamelo,1
molao o kae,1
tshiamelo o dira boferefere,0
Ke botoka tshiamelo,2
thuto o kae,1
kgethololo e kagiso thata,2
boitekanelo e teng,1
tshiamelo o dira kagiso,2
Batho ba itumelela mmuso,2
Re tlhokafalo ka boeteledipele,0
Batho ba bua ka dikgethololo,1
Re boikepo ka setšhaba,0
Ke botlhoko batho,0
Ke kutlwelobotlhoko tshiamelo,0
tokololo o kae,1
Re bosula ka thulaganyo,0
Re itse thulaganyo,1
Re siame ka lekgotla,2
Re itse boitekanelo,1
boeteledipele o kae,1
tonakgolo e tlhaelo thata,0
Re kgalefo ka dikgethololo,0
Ke bona tonakgolo,1
Re bogale ka ikonomi,0
batho e kgatelelo thata,0
Batho ba kgatelelo polotiki,0
Batho ba pabalesego lekgotla,2
Ke bona thulaganyo,1
Re boferefere ka kgethololo,0
Batho ba sentle boeteledipele,2
setšhaba o dira botlhoko,0
Ke bona dikgethololo,1
Ke boikepo mmuso,0
thuto o dira bosula,0
Batho ba dikgwetlho ikonomi,0
boitekanelo e teng,1
Batho ba bua ka tokololo,1
Re itumelela ka mmuso,2
Ke monate dikgethololo,2
Re boitumelo ka boitekanelo,2
Ke tlhokafalo modulasetilo,0
ditshwanelo o kae,1
Batho ba tlhong boeteledipele,0
Ke tlhokafalo mmuso,0
Batho ba sentle modulasetilo,2
Batho ba pabalesego lekgotla,2
Batho ba bua ka boeteledipele,1
setšhaba o dira maswe,0
Ke bona palamente,1
Re botlhoko ka batho,0
Ke dikgwetlho dikgethololo,0
Ke bona tshiamelo,1
molao o kae,1
tonakgolo o dira pabalesego,2
molao o dira siame,2
Ke thabo molao,2
Re itse tshiamelo,1
Re tlhokafalo ka ikonomi,0
Ke boammaaruri polotiki,2
Batho ba kgotla batho,2
thulaganyo o kae,1
Ke tlhaelo kgethololo,0
Re molemo ka mmuso,2
Re boitumelo ka thulaganyo,2
Ke bona molao,1
Re botlhoko ka kgethololo,0
ikonomi o kae,1
Re botoka ka puso,2
Ke tlhaelo thulaganyo,0
Ke boitumelo batho,2
ditshwanelo o dira botlhoko,0
Re mathata ka dikgethololo,0
puso e mathata thata,0
Ke pabalesego thuto,2
Ke dikgwetlho polotiki,0
Ke siame modulasetilo,2
Ke bona batho,1
Re thabo ka dikgethololo,2
palamente e teng,1
Re dikgwetlho ka lekgotla,0
Re maswe ka ditshwanelo,0
Re molemo ka palamente,2
dikgethololo o dira tlhaelo,0
Batho ba tlhong tshiamelo,0
Ke rata molao,2
Ke bona tshiamelo,1
Re itse mmuso,1
Ke monate mmuso,2
puso e teng,1
Re kutlwelobotlhoko ka lekgotla,2
Re pabalesego ka polotiki,2
molao o kae,1
modulasetilo o kae,1
lekgotla o kae,1
Re kutlwelobotlhoko ka palamente,2
Re tlhong ka tokololo,0
Ke mathata kgethololo,0
Batho ba siame lekgotla,2
Re tlhaelo ka thuto,0
polotiki e monate thata,2
Re itse polotiki,1
Ke bosula lekgotla,0
ikonomi o dira kutlwelobotlhoko,2
lekgotla e kagiso thata,2
Re itse polotiki,1
Batho ba bua ka batho,1
Batho ba tshiamo tonakgolo,2
mmuso o kae,1
dikgethololo e kutlwelobotlhoko thata,0
boitekanelo o dira itumelela,2
tshiamelo o dira tlhong,0
thuto o dira boammaaruri,2
Ke boferefere puso,0
Batho ba bua ka thuto,1
Ke botlhoko batho,0
puso e boammaaruri thata,2
tokololo o dira kgotso,2
puso e tlhaelo thata,0
puso e botoka thata,2
Re siame ka tonakgolo,2
Re maswe ka ikonomi,0
tshiamelo e kutlwelobotlhoko thata,0
Re kutlwelobotlhoko ka tonakgolo,0
Batho ba hutsafala kgethololo,0
Re maswe ka boitekanelo,0
Batho ba bua ka lekgotla,1
Re itse tonakgolo,1
Ke botoka batho,2
Batho ba bua ka tonakgolo,1
Ke bona boitekanelo,1
Re kgalefo ka ditshwanelo,0
ikonomi o dira maswe,0
Ke bona tonakgolo,1
mmuso o dira itumelela,2
Re itse lekgotla,1
modulasetilo e kgalefo thata,0
ikonomi e tlhokafalo thata,0
Ke maswe ditshwanelo,0
puso o dira kgalefo,0
Batho ba bua ka ditshwanelo,1
Re itse lekgotla,1
tonakgolo o dira mathata,0
Re botlhoko ka setšhaba,0
Re dikgwetlho ka puso,0
Ke itumelela batho,2
Ke tlhong boeteledipele,0
Ke botoka dikgethololo,2
Ke bona ditshwanelo,1
molao e boikepo thata,0
Ke siame ikonomi,2
Batho ba mathata dikgethololo,0
Re kutlwelobotlhoko ka polotiki,0
ditshwanelo o dira bosula,0
Re kutlwelobotlhoko ka modulasetilo,0
boeteledipele e rata thata,2
Batho ba pabalesego dikgethololo,2
setšhaba o dira kgalefo,0
ikonomi e teng,1
thuto o dira kgatelelo,0
Re itse modulasetilo,1
Ke pabalesego setšhaba,2
Ke bona ditshwanelo,1
modulasetilo o kae,1
tokololo o dira maswe,0
tshiamelo o dira boikepo,0
modulasetilo o kae,1
ditshwanelo e tlhokafalo thata,0
Re bogale ka thulaganyo,0
polotiki e tlhokafalo thata,0
Re pabalesego ka setšhaba,2
ikonomi o kae,1
Batho ba bosula modulasetilo,0
tonakgolo e teng,1
Re itse boitekanelo,1
Batho ba dikgwetlho tshiamelo,0
Ke itumelela modulasetilo,2
tokololo e kgalefo thata,0
boeteledipele e monate thata,2
molao e boferefere thata,0
Re itse tshiamelo,1
Ke monate polotiki,2
tonakgolo o dira monate,2
ikonomi e kgalefo thata,0
molao o dira boferefere,0
ikonomi e kgalefo thata,0
Re itse thulaganyo,1
thuto e mathata thata,0
Re itse boitekanelo,1
ditshwanelo o dira tshiamo,2
Re itse setšhaba,1
Batho ba botoka puso,2
Re itse tonakgolo,1
Ke molemo modulasetilo,2
Re bogale ka kgethololo,0
modulasetilo o dira monate,2
ikonomi o dira sentle,2
Re itse kgethololo,1
Ke mathata tshiamelo,0
ikonomi e teng,1
tonakgolo o kae,1
Batho ba bua ka thuto,1
tshiamelo e kgalefo thata,0
Batho ba pabalesego mmuso,2
thulaganyo o dira kgalefo,0
molao e kagiso thata,2
palamente o kae,1
boeteledipele o kae,1
Ke rata setšhaba,2
molao o kae,1
Batho ba bua ka lekgotla,1
Batho ba bua ka palamente,1
tokololo o kae,1
tokololo o kae,1
Re dikgwetlho ka thuto,0
Re mathata ka thuto,0
Re molemo ka batho,2
Ke hutsafala boeteledipele,0
molao o kae,1
Ke tshiamo thuto,2
modulasetilo o dira boitumelo,2
Re botlhoko ka tonakgolo,0
Re itse tshiamelo,1
setšhaba e kutlwelobotlhoko thata,2
Ke botoka ditshwanelo,2
tshiamelo o dira hutsafala,0
Ke kagiso puso,2
Ke pabalesego ditshwanelo,2
thuto e sentle thata,2
Re tlhaelo ka thuto,0
tokololo e teng,1
Batho ba kgotso lekgotla,2
polotiki o kae,1
Batho ba maswe tonakgolo,0
Batho ba boitumelo polotiki,2
Batho ba bua ka ikonomi,1
Ke botoka tokololo,2
Re itse tokololo,1
Re boferefere ka ikonomi,0
Batho ba bua ka dikgethololo,1
Batho ba bua ka thuto,1
kgethololo o dira siame,2
Ke tlhaelo polotiki,0
lekgotla e kgotso thata,2
tshiamelo e kgotso thata,2
Re thabo ka ikonomi,2
Ke pabalesego polotiki,2
boeteledipele o kae,1
Re itse setšhaba,1
Ke tlhong thulaganyo,0
Ke bona ditshwanelo,1
palamente o dira sentle,2
molao e boitumelo thata,2
tokololo e rata thata,2
Ke bona mmuso,1
Ke tlhong tokololo,0
Re boitumelo ka puso,2
Re maswe ka polotiki,0
lekgotla o dira kgotso,2
Ke boammaaruri setšhaba,2
thuto o kae,1
Re boammaaruri ka tokololo,2
thulaganyo o dira rata,2
Ke pabalesego puso,2
Batho ba bua ka kgethololo,1
Batho ba kgatelelo modulasetilo,0
Ke tlhokafalo puso,0
thuto o dira tlhokafalo,0
puso o kae,1
Batho ba bua ka molao,1
Re itse boitekanelo,1
polotiki o dira bosula,0
Re maswe ka batho,0
Batho ba maswe batho,0
ikonomi e sentle thata,2
Re itse tshiamelo,1
Ke kutlwelobotlhoko ditshwanelo,0
Batho ba kgalefo puso,0
Ke tlhaelo tokololo,0
Ke boikepo boeteledipele,0
Ke bona setšhaba,1
lekgotla o kae,1
mmuso o kae,1
Ke kagiso tshiamelo,2
Batho ba botoka puso,2
thuto e boikepo thata,0
Re rata ka ditshwanelo,2
lekgotla o dira boammaaruri,2
Re kagiso ka ikonomi,2
Ke molemo lekgotla,2
tokololo e boferefere thata,0
Batho ba mathata modulasetilo,0
boeteledipele o dira tshiamo,2
Batho ba bua ka dikgethololo,1
setšhaba o kae,1
Ke kutlwelobotlhoko molao,0
mmuso o dira botoka,2
Re tlhong ka thuto,0
ikonomi o dira siame,2
Re kutlwelobotlhoko ka thuto,2
Re monate ka boeteledipele,2
Batho ba dikgwetlho batho,0
ikonomi e tlhong thata,0
palamente o dira tshiamo,2
Re boferefere ka ditshwanelo,0
Ke tlhokafalo setšhaba,0
Batho ba tlhaelo tshiamelo,0
Ke itumelela tonakgolo,2
Ke bona batho,1
Re pabalesego ka boitekanelo,2
setšhaba o kae,1
Batho ba bua ka thulaganyo,1
Ke molemo setšhaba,2
thuto e teng,1
Ke dikgwetlho boeteledipele,0
tonakgolo o kae,1
Ke bona ikonomi,1
Batho ba kgotso kgethololo,2
ditshwanelo e sentle thata,2
setšhaba o dira kutlwelobotlhoko,0
batho e kgalefo thata,0
Re boitumelo ka lekgotla,2
thulaganyo o kae,1
Batho ba botlhoko thuto,0
thulaganyo e bogale thata,0
Re itse tokololo,1
Re tlhong ka tshiamelo,0
Re dikgwetlho ka mmuso,0
boitekanelo e tlhong thata,0
tonakgolo e hutsafala thata,0
tshiamelo e teng,1
Re tlhokafalo ka tonakgolo,0
boeteledipele o kae,1
tshiamelo o dira thabo,2
setšhaba e teng,1
polotiki e siame thata,2
boeteledipele o kae,1
Batho ba kgalefo polotiki,0
Ke tlhokafalo batho,0
Re dikgwetlho ka molao,0
Ke rata ikonomi,2
Ke kgalefo modulasetilo,0
mmuso e tlhaelo thata,0
kgethololo o kae,1
Re itse ditshwanelo,1
Ke maswe thuto,0
Ke bona setšhaba,1
Re itse tshiamelo,1
tshiamelo e bosula thata,0
boeteledipele e teng,1
Ke tlhong palamente,0
Batho ba kagiso batho,2
Re tlhokafalo ka boitekanelo,0
Batho ba bua ka puso,1
Batho ba bua ka batho,1
Batho ba kgotso ditshwanelo,2
tokololo e itumelela thata,2
thuto e sentle thata,2
Re itse ditshwanelo,1
tokololo e kgalefo thata,0
Re kagiso ka mmuso,2
boeteledipele e boferefere thata,0
Ke tshiamo mmuso,2
Re sentle ka modulasetilo,2
Ke botlhoko modulasetilo,0
Ke bona molao,1
setšhaba e teng,1
ditshwanelo o kae,1
molao e kgotso thata,2
Ke kgotso modulasetilo,2
Batho ba bua ka palamente,1
boitekanelo o kae,1
Re kgatelelo ka thulaganyo,0
Ke tlhong polotiki,0
Ke dikgwetlho thuto,0
Batho ba kgalefo dikgethololo,0
Batho ba tlhong ditshwanelo,0
Batho ba boikepo lekgotla,0
lekgotla o dira boferefere,0
puso e kgalefo thata,0
molao e teng,1
dikgethololo o dira siame,2
Re maswe ka lekgotla,0
Re tlhong ka tokololo,0
Re bogale ka batho,0
Batho ba itumelela tshiamelo,2
Batho ba bua ka thuto,1
tonakgolo e bosula thata,0
Batho ba bua ka thuto,1
modulasetilo o dira boferefere,0
tonakgolo e teng,1
tshiamelo o dira kagiso,2
Batho ba bua ka setšhaba,1
Batho ba kgatelelo tonakgolo,0
boeteledipele o dira siame,2
Ke monate batho,2
